Product Name,Current Price,Old Price,Discount,Rating,Image URL,Mall Store
TWS Bluetooth Headsets 3000mAh Big Batteries HIFI Wireless Headphones.,KSh 850,"KSh 1,411",40%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Tecno Spark 10 Pro, 6.8"", 128GB+8GB,(Dual SIM),5000mAh,Pearl White","KSh 18,623","KSh 22,499",17%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Huawei P Smart 4+128 GB 6.21"" 4G LTE Dual SIM Smartphones","KSh 9,999","KSh 18,999",47%,4.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Hot 30 5G, 6.78"", 128GB + 8GB RAM (Dual SIM), 6000mAh, Knight Black","KSh 19,999","KSh 39,999",50%,3.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Oppo A38,6.56"",4GB RAM+128GB ROM,50MP,5000mAh (Dual Sim) - Glowing Black, (2YRs WRTY)","KSh 20,592","KSh 22,999",10%,4.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Qwen Wireless Earbuds Bluetooth Earphones Gaming Headsets HD Mirror Type-C Charging Touch Control,KSh 600,"KSh 1,000",40%,3.9 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
RichRipple Mini Portable Power Bank 10000mAh With Flashlight,KSh 899,"KSh 1,299",31%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Freeyond F9,2GB+64GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone,Blue","KSh 10,300","KSh 18,028",43%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Tecno Spark 10 Pro, 6.8"", 128GB+8GB,(Dual SIM),5000mAh,Starry Black","KSh 22,499",,,4.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Oppo A57 2022, 4G,6.56"",4+64GB, (Dual Sim) 5000mAh - Glowing Green (2YRs WRTY)","KSh 13,823","KSh 24,418",43%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Nokia C32, 6.2"", 64GB + 4GB RAM (Dual SIM), 5050MAh, Charcoal Grey (1YR WRTY)","KSh 15,999","KSh 19,999",20%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
RichRipple Lighthouse Black Portable Power Bank 10000mAh,KSh 999,"KSh 1,699",41%,3.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Oraimo Traveler Link 20 20000mAh 12W Power Bank With Built-in Cables_ Black 1YR WRTY,"KSh 2,999","KSh 5,000",40%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
GUIXIA  Y50 Wireless Headset Bluetooth Earphone True Bass,KSh 459,KSh 839,45%,3.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Note 40, 6.78"", 256GB + 8GB RAM (UPTO 16GB RAM), Dual SIM, 5000mAh, Obsidian Black","KSh 28,499","KSh 50,000",43%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Oraimo Trumpet 3 HIFI Audio In-ear Earphone With Mic,KSh 332,KSh 610,46%,4.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Lenovo LP40 Pro Bluetooth  Earbuds Headset With Mic Black,"KSh 1,098","KSh 1,599",31%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bluetooth Wireless Earphones Sound Headsets Noise Cancelling HD Binaural Call Earbuds MiNi,KSh 512,KSh 937,45%,3.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
S20 Wireless Bluetooth Earphone Touch LED Stereo Audio Black,KSh 799,"KSh 1,499",47%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Qwen Wireless Earbuds Bluetooth Headset With Mirror,KSh 829,"KSh 1,500",45%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
G8 Bluetooth Headset Wireless Earbuds Earphone Generic,KSh 355,KSh 690,49%,3.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone Stand Phone Holder Desktop Stand Free Angle Adjustment,KSh 549,KSh 683,20%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Full Touch Screen Smart Watch - For Android & IOS,"KSh 1,049","KSh 1,999",48%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo FreePods Lite ENC True Wireless Earbuds,"KSh 1,900","KSh 3,000",37%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"XIAOMI Redmi Note 12 Pro 6.67'' 8GBRAM+128GB ROM, 50MP, 33W Fast Charge- Star Blue","KSh 24,999","KSh 48,999",49%,4.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
RichRipple 180 °Rotatable Phone Holder Retractable Disc Base Phone Stand,KSh 339,KSh 609,44%,3.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bluetooth Headset True Bass With Power Bank,KSh 670,"KSh 1,220",45%,3.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oppo A31 6GB RAM+128G ROM 6.5 Inch Screen HD Camera 12MP Cyan,"KSh 13,890","KSh 19,800",30%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Full Touch Smart Watch Sport Health BT Call,"KSh 1,220","KSh 1,930",37%,2.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Freeyond F9,2GB+64GB,6.52"" 4G Smartphone,13.0MP 5000mAh, Dual SIM Android Phones,Black","KSh 10,300","KSh 17,466",41%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"XIAOMI Redmi Note 12, 6.67'' , 8GB+256GB, 50MP, Dual Sim, 33W Fast Charge-Onyx Gray","KSh 26,899","KSh 38,999",31%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
64GB Phone 10 SD Memory Driving Recorder TF Card,"KSh 1,199","KSh 1,499",20%,3.9 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless Earbuds Bluetooth Earphones 5.1 Gaming Earphones Touch Control Headphones,KSh 699,"KSh 1,286",46%,3.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo FreePods 4 Active Noise Cancellation Easy Control APP Wireless Stereo Earbuds,"KSh 4,800","KSh 7,719",38%,4.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Macaroon Bluetooth Wireless Earphones Headsets New Year Gift-Black,KSh 485,KSh 914,47%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo OEP-650 Halo Airy Wired Earphone - Black,KSh 367,KSh 467,21%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Realme C55 6.72'' 8GB RAM 256GB ROM Android 13-black,"KSh 19,856","KSh 31,500",37%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Ring Light And Tripod Stand,"KSh 1,639","KSh 2,796",41%,3.9 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Realme C53 6.74'' 8GB RAM 256GB ROM Android 13-gold,"KSh 18,496","KSh 28,900",36%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Oppo A18,6.6"",64GB+4GB, 8MP, 90Hz, 5000mAh (Dual Sim) Glowing Black, (2YRs WRTY)","KSh 12,708","KSh 17,100",26%,3.9 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Oraimo OEP-E21 Halo 2 Legendary Sound Half-in Earphone,KSh 292,KSh 399,27%,4.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless Bluetooth Earbuds Earphone HIFI Stereo Pods3 Air,KSh 529,KSh 998,47%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Earbuds Bluetooth Headsets Bluetooth Earbuds Sport,KSh 399,KSh 747,47%,3.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Tecno POP 8,6.6"",4GB RAM+128GB ROM, Android 13,Dual Sim, 5000mAh- White (1YR WRTY)","KSh 12,999","KSh 17,999",28%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Glowing Black, (2YRs WRTY)","KSh 26,598","KSh 29,999",11%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Business Earphone  Bluetooth Wireless Headphones,KSh 390,KSh 490,20%,3.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Dazzling Green, (2YRs WRTY)","KSh 26,875","KSh 29,999",10%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Tecno Spark 20, 6.6"", 256GB + 8GB RAM, 50MP Camera, 5000mAh, Blue (1YR WRTY)","KSh 19,299","KSh 29,999",36%,4.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
RichRipple Lighthouse White Portable Power Bank 10000mAh,KSh 999,"KSh 1,699",41%,2.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"XIAOMI  Redmi 12, 6.79'', 8GB RAM+ 256GB ROM, 50MP, 5000mAh, Dual Sim -MidNight Black","KSh 19,999","KSh 30,999",35%,4.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
C Idea Adults Tablets10 Inches Android 12 Sim 8GB+512GB Storage Keyboard(Purple),"KSh 13,780","KSh 21,134",35%,3.9 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Oraimo Data Cable OCD-M53 2A 1M Black,KSh 135,KSh 270,50%,4.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Samsung Galaxy A14 4G, 6.6"", 64GB + 4GB RAM (Dual SIM), 5000mAh, Green, <br />
2YRs WRTY (2YRs WRTY)","KSh 18,999","KSh 29,999",37%,4.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"U&I Gun Series Wired Earphones, Black",KSh 79,KSh 152,48%,3.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Bluetooth 5.1 Wireless Headphones Bluetooth Earphones 50Hrs Playtime Wireless Earbuds,KSh 673,"KSh 1,095",39%,3.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
GUIXIA Y30 Wireless Headset Bluetooth Earphone True Bass,KSh 459,KSh 839,45%,3.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Stereo F9 Bluetooth Earphone Power Headset,KSh 680,"KSh 1,133",40%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Macaroon Bluetooth Wireless Earphones Sound Headsets Noise Cancelling HD Binaural Call -BLACK,KSh 499,KSh 899,44%,3.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"General Electric DCQ Q6 Dual Card, FM, Flashlight, 800MAH – Black","KSh 1,200","KSh 1,301",8%,3.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Genetic Ear Mounted Wireless Bluetooth Earphones Earpod Stereo Hifi,"KSh 1,099","KSh 1,699",35%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless Bluetooth Headset Gaming Earphones Led Dispaly ,KSh 650,"KSh 1,000",35%,4.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Earbuds Wireless Bluetooth Gaming Sport Running Headphone,KSh 500,KSh 800,38%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Huawei Y7 Pro 4G LTE Mobile Phone 4GB + 64GB Dual Camera 6.26"" 4000mah","KSh 7,999","KSh 15,980",50%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Qwen Selfie Stick Tripod With LED Light  Remote Controller For Mobile Phone,KSh 535,KSh 800,33%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Oppo A38,6.56"",6GB RAM+128GB ROM,50MP,5000mAh (Dual Sim) - Glowing Gold, (2YRs WRTY)","KSh 21,855","KSh 24,999",13%,2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Qwen 128GB Memory Cards High Speed -Blue,"KSh 1,199","KSh 2,000",40%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Tripod Stand Bluetooth Selfie Stick 2-in-1,KSh 580,"KSh 1,100",47%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Hot 40i, 6.56"", 256GB + 8GB, 5000 mAh, 4G, Dual SIM - Starlit Black (1YR WRTY)","KSh 18,429","KSh 29,999",39%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Macaroon Bluetooth Wireless Earphones Sound Headsets Noise Cancelling HD Binaural Call -PINK,KSh 499,KSh 930,46%,3.8 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Smart 8, 6.6"", 64GB + 3GB RAM, 5000mAh, 4G, DUAL SIM - Shinny Gold (1YR WRTY)","KSh 11,154","KSh 15,999",30%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
XS8 Pro Ultra Smartwatch Bluetooth Call,"KSh 2,466","KSh 3,437",28%,3.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"1.99"" Full Touch Smart Watch Sport Health BT Call",KSh 935,"KSh 1,833",49%,4.2 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
RichRipple 3-Cables Women 10000mAh Portable Power Bank,KSh 989,"KSh 1,299",24%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Qwen 64Gb Memory Card High Speed For Mobile Phone,KSh 689,"KSh 1,000",31%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Oraimo FreePods 3C ENC Calling Noise Cancellation Long Playtime True Wireless Earbuds,"KSh 3,550","KSh 4,389",19%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Wireless Bluetooth Earphone Sports Headset,KSh 480,KSh 900,47%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Haino Teko Germany C9 Smart Watch With 3 Pairs Strap And Wireless Charger-Black (1YR WRTY),"KSh 4,599","KSh 7,999",43%,3.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
F9-47 Wireless Bluetooth Earphone with Mini Powerbank Earphones Touch Control,KSh 600,"KSh 1,000",40%,3.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
C Idea 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard Adults Tablet PC(Green),"KSh 12,999","KSh 22,999",43%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Tecno POP 8, 6.6"", 3GB RAM + 64GB, 13MP, 4G,Android 13,5000MAh - Gravity Black (1YR WRTY)","KSh 11,599","KSh 15,999",28%,3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
S20 Wireless Bluetooth Earphone Mirror LED Display,KSh 689,"KSh 1,332",48%,3.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"XIAOMI Redmi Note 12,6.67'',8GB+128GB, 50MP, Dual Sim, 33W Fast Charge-Ice Blue","KSh 21,999","KSh 34,999",37%,4.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Bluetooth Headset + Smart Watch Sport Healthy Affordable Set,"KSh 1,440","KSh 2,880",50%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
F9-32 T W S Bluetooth Headset,KSh 510,"KSh 1,000",49%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"1.98"" IPS Full Touch Smart Watch BT Call Sport Health Monitor For Men Ladies","KSh 2,250","KSh 3,269",31%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo LP5 Bluetooth Headset TWS Earphones Stereo Sport Headsets,"KSh 1,299","KSh 2,388",46%,4.6 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
GUIXIA  M10 Wireless Headset Bluetooth Earphone True Bass With Power Banc,KSh 479,KSh 799,40%,3.9 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Tecno Camon 30, 6.78"", 256GB + 8GB (8GB RAM Extended) 4G (Dual SIM) - 5000mAh- Balistic Dark + TWS Earpods","KSh 31,999","KSh 34,999",9%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"Oppo A57 2022, 4G,6.56"",4+64GB, (Dual Sim) 5000mAh - Glowing Black (2YRs WRTY)","KSh 13,823","KSh 24,418",43%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Oraimo Necklace 4 Dual EQ Multiple Connection 50-hr Playtime Quick Charge Neckband-Black,"KSh 2,380","KSh 4,500",47%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo LP40 Wireless Earphone Bluetooth 5.0 Headset Black,KSh 998,"KSh 1,599",38%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Oppo A18,6.6"",64GB+4GB, 8MP, 90Hz, 5000mAh (Dual Sim) Glowing Blue, (2YRs WRTY)","KSh 12,708","KSh 17,100",26%,4.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
"XIAOMI Redmi Note 12 Pro, 6.67'', 6GB RAM +128GB (Dual SIM), Graphite Grey","KSh 24,999","KSh 45,599",45%,4.9 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Official Store
Wireless Earphones with Touch Controls Ear Clips Mini Open Ear Headphones Wide Compatibility,"KSh 1,000","KSh 1,500",33%,4.7 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Excellent Charging Cable For IPhone/iPad/iPod Fast Charger,KSh 350,KSh 600,42%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Foldable Phone Stand Phone Holder Desktop Stand-Silver,KSh 409,KSh 699,41%,4.9 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Smart Bluetooth Watches For Ios And Android Bands,KSh 699,"KSh 1,199",42%,3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Full Touch Screen Smart Watch - For Android & IOS,"KSh 1,049","KSh 1,999",48%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Genetic Clip Ear Wireless Bluetooth Earphones Earpod Bone Conduction,KSh 959,"KSh 1,699",44%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Wireless Fill Light BT Remote Tripod Blog Live Videos,YouTube Selfie Stick",KSh 519,KSh 999,48%,4.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fashion Mini 32GBTF Memory Card SD Flash Memory Card,KSh 377,KSh 682,45%,3.5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bluetooth Speaker Portable TF Card FM Mode HD Sound Quality,KSh 849,"KSh 1,690",50%,4.3 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone Vlog Video Fill Light Kit With Adjustable Tripod Mic,"KSh 2,970","KSh 3,989",26%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Wireless Bluetooth Earphones Fingerprint Touch HiFi Stereo,KSh 848,"KSh 1,581",46%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
F9 Bluetooth Earphone 2000mAh Battery Headset Zw,KSh 490,KSh 799,39%,4.1 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oraimo Shark 4 Dual EQ IPX5 Waterproof Neckband Wireless Earphone-Black,"KSh 1,999","KSh 3,000",33%,4.4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
