Product Name,Current Price,Old Price,Discount,Rating,Image URL,Mall Store
Clear Case Cover For Iphone 12 Pro Max,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2pc 20D Tempered Gl For ASUS Zenfone Max Pro M1 ZB601KL ZB602KL ZB555KL 8 Flip ROG Phone 3 5,"KSh 1,993","KSh 4,982",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
10 PCS Front Screen Outer Glass Lens For Samsung Galaxy J5 / J500(Black),KSh 242,"KSh 2,000",88%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cool Smart Bluetooth Motion Detection Smart Bracelet,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
9D Tempered GlFor Motorola One Power Hyper Zoomro One Action Vision Fusion Plus  For Moto One 5G ACE UW,"KSh 1,717","KSh 4,293",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For OPPO A17 Case Mickey Rabbit Lambskin Phone Case Soft Silcone Shockproof Cover-Purple,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cute Cat Paw Tempered Glass Phone Case for vivo Y51 2020 Y51A Y31 2021 Y53S 4G Y33 Hard Case Cover-Pink,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Front Facing Camera For Samsung Galaxy S20 Ultra SM-G988,KSh 285,KSh 713,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
50 PCS Film For Infinix Smart 6 HD,"KSh 3,085","KSh 7,712",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Digital Display 5.3 Bluetooth Headset Long Life Transparent Shell,KSh 790,KSh 913,13%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Sony Xperia XA2 Ultra Tempered Glass 3D Full Screen Protector Film For Xperia XA 2 Ultra Curved Glass black,KSh 308,"KSh 2,000",85%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Gionee S11 Case Flip Case Leather Wallet Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Samsung Galaxy A51 Print Phone Back Cover  Casing,KSh 333,KSh 544,39%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Samsung Galaxy A6 Plus 2018 Case - Black,KSh 150,KSh 599,75%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For iPhone 12 mini Case Cartoon Anime Character Lambskin Phone Case Soft Silcone Shockproof Cover-Blue,KSh 236,KSh 590,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TPU Armor Watch Case For Samsung Galaxy Watch 6 Classic 47mm,KSh 285,KSh 713,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TFT Material Front LCD Screen And Digitizer Fullembly (Not Supporting Fingerprint Ldentification) For Vivo NEX Dual Display,"KSh 3,280","KSh 8,199",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenovo XT88 BT5.3 Wireless Game Headphone Bag Safety Rope,"KSh 1,650","KSh 1,999",17%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
New Square Angie Stitch Couple Electroplating Phone Case for Redmi 9A 9i 9AT 9A Sport Cover Cases Bumper for Lovers-White,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Phone case For OPPO Reno Z Bumper Protective Phone back cover Black,KSh 355,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
M5 Multi-Function Bluetooth Speaker With Digital Alarm Clock,"KSh 1,450","KSh 2,900",50%,4 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
0.3mm 9H Surface Hardness 3D Curved Surface Full Screen Cover Explosion-proof Tempered Glass Film for Samsung Galaxy S6 edge(Gold),"KSh 20,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Silicone Case With Wide Neck Lanyard For IPhone 12 Pro Max-Purple,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Iphone 7/8/SE  Back Case Cover,KSh 236,KSh 589,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lambskin Phone Case for Xiaomi Redmi Note 11 Pro China Case Spider Man Shockproof Silicone PU Cover Shell-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
InPods12 Macaron Wireless Bluetooth 5.0 Touch Control Sports Earphones Earbuds-Black,"KSh 20,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Casing For Google Pixel6A Cover Silicone Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
UMIDIGI AirBuds Pro Wireless Earbuds Bluetooth Earphone-Red,"KSh 4,999","KSh 7,900",37%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Digital Display 5.3 Bluetooth Headset Fashion Transparent Shell,KSh 790,KSh 984,20%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Smart 8, 6.6"", 64GB + 3GB RAM, 5000mAh, 4G, DUAL SIM - Galaxy White (1YR WRTY)","KSh 11,499","KSh 15,999",28%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Gaming Headphones Wired With Microphone OverHead Headset,"KSh 2,588","KSh 5,176",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy M32 Leather Case, Vintage Flip Wallet Card Slots Magnetic Closure Stand Cover For Samsung Galaxy M32..",KSh 600,"KSh 1,499",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Hydrogel Screen Protector For Infinix Hot 30, 6.78"" – Matte","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
U Disk Laser Banknote Inspection Lighting 5 In One,KSh 999,"KSh 1,998",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"26cm RGB Ring Light Tripod For Photography,Video, And Makeup","KSh 1,499","KSh 1,900",21%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
1 Pair Earmuffs Headphone Sponge Covers Protective Cases For JBL E55BT Quincy,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"IPhone 12 / 12 Pro Case, Slide Lens Protection Rugged Armor Case Cover With Ring Holder Stand And Card Slot For IPhone 12 / IPhone 12 Pro","KSh 1,051","KSh 2,628",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cute Snoopy Lambskin Phone Case For iPhone 12 mini Camera Protection Soft Silicone Cover-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A13 5G Case, Soft TPU Built-in Screen Protector With Slide Camera Cover, Clear Back Case For Samsung Galaxy A13 5G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Spiderman Case For iphone XS Max Tempered Glass back screen,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mobile Phone Case TPU Painted SAMSUNG A01 Phone back cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Excellent NEON NOVA REPLACE LONG LASTING BATTERY,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Tecno Spark 7 Pro Case, Marble Pattern PU Leather Wallet Card Slots Flip Stand Cover With Hand Strap For Tecno Spark 7 Pro","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2PCS Anti-Spy Screen Protector for Honor 10 Lite Huawei P Smart 2019 Tempered Glass Private Film,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A34 5G Case, Slim Smooth Soft Silicone Shockproof Anti-Figerprint Case Cover For Samsung Galaxy A34 5G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Astronaut Electroplated Stand Case for Infinix Note 12 Pro 5G Holder Phone Case Shockproof Soft Cover-Green,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Naruto Plating Lens Protection Phone Case for Poco X4 NFC China Redmi Note 11 Pro Plus 5G Soft TPU Silcone Square Cover for Boy-White,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mini Car Bluetooth Hands-Free Audio Jack Receiver,"KSh 1,200","KSh 3,000",60%,5 out of 5,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Stereo Bluetooth Headphones Wireless Noise-cancelling Earbuds,KSh 590,"KSh 1,070",45%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
LCD Screen And Digitizer Fullembly For Elephone P9000 (Black),KSh 800,"KSh 2,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lambskin Leather Silicone Case for OPPO F11 A9 2019 A9x Creative AI Rabbit Soft Bumper Phone Cover Casing-Purple,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A12 5G Case, 360° Full Body Coverage Protection Hard PC 3 In 1 Detachable Protective Case Cover For Samsung Galaxy A12 5G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Infinix Hot 9 Case Soft Leaf Phone Back Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Back Camera Module For OPPO A57,KSh 514,"KSh 1,284",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
3PCS 9H Screen GlFor Oneplus 8T 7T 6T 5T 7 6 5 Protective Tempered GlFor Oneplus Nord N100 N10 5G,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hi-fi 5.3 Bluetooth Headset Sports Ear Clips,KSh 750,KSh 913,18%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Jbl Wireless Headphones -Black,"KSh 4,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Xiaomi Redmi Note 11 Note 11S 4G Case Rabbit Lambskin Leather Phone Cover Soft Lens Protective Shell-Purple,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
2.09 Smart Watch Full Touch Screen-Business Pink,"KSh 1,990","KSh 2,843",30%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Back Camera Module For OPPO R9s Plus,KSh 520,"KSh 1,299",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Case For Tecno Camon 19 Case, Slim Embossed PU Leather Flip Stand Wallet Case Cover",KSh 811,"KSh 2,028",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A03S Case, Flip Leather Wallet Card Slots Stand Case Magnetic Closure Full Protection Cover For Samsung Galaxy A03S","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For OPPO A17 Phone Case Anti-Drop Phone Back Cover  Casing,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case Cover For Chinese Version Xiaomi Redmi Note 11 Pro 5G,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Infinix Note 10 Case Deer Square Silicone Phone Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Oppo Fast Charger For Android Smartphones,KSh 999,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Gettop 8 PIECES 9V BATTERY Not Rechageable,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
silicone case for Samsung Galaxy S10 5g,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
E7S Bluetooth 5.0 LED Display Touch 9DHIFI Headphones,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Xiaomi Mi 11 Lite 4G / Mi 11 Lite 5G Skin Feel Calf Pattern Horizontal Flip Leather Case With Holder & Card Slots & Photo Frame(Red),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
1 PCS Tempered Gl Film For Samsung Galaxy A53 5G,KSh 342,KSh 856,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Doodle Devil Lambskin Case for Samsung Galaxy A13 Cases Soft Shockproof Protective Phone Cover-Black,",KSh 300,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Samsung Galaxy A53 5G Print Anti-Drop Phone Back Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Protective Case For JBL TUNE 220TWS,KSh 399,KSh 998,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nillkin 9H 0.33mm Tempered glass for Xiaomi Redmi Note 11T Pro 5G,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
XIAOMI Redmi 10A Ceramic Screen Protector,KSh 500,KSh 999,50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For Cubot X19 2.5D Non-Full Screen Tempered Glass Film,KSh 228,KSh 570,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Hot 10 Case, Slim Embossed PU Leather Flip Stand Wallet Card Slots Case Cover For Infinix Hot 10 / X682","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Angel Eyes Case for Samsung Galaxy J6 Plus One Piece Silicone Phone Case Camera Protection Soft Cover-Black,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Glass Film For Tecno Camon 17,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lenuo for Xiaomi Redmi Note 9T Punk Bracket Phone Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
TFT Material LCD Screen And Digitizer Fullembly (Not Supporting Fingerprint Identification) For Vivo S6 5G,KSh 800,"KSh 2,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Leather Case For IPad 10.5 / IPad 10.2 2021 / 2020 / 2019,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Heavy Duty Bumper Cover For Oppo Reno 9 Pro 5G,KSh 517,"KSh 1,293",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For iPhone 7 Plus Pure Color Liquid Silicone + PC Protective Back Cover Case(White),"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Google Pixel 4 XL ShockProof Phone Case,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Premium Tempered Gl Black Compatible With Samsung Galaxy A52 5G Flat 9D 9H Cover Anti Shock Crystal,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Huawei P30 Lite Case, WindCase Slim PU Leather Flip Smart View Window Stand Case Cover For Huawei P30 Lite","KSh 1,026","KSh 2,564",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
3D Embossed Case For OPPO A57 5G / A77 5G / Realme Q5i / V23,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"IPhone 14 Case, Crystal Clear Hard PC & TPU Bumper Shockproof Protective Case Cover For IPhone 14","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Pu Leather Case Cover For OPPO Realme 9i/A36 4G/A76 4G,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
PU Leather+TPU Case Cover For Oppo Reno8 Pro-Blue,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Hydrogel Screen Protector For Samsung Galaxy A54 5G, 6.4"" – Matte",KSh 799,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Tecno Spark 8 Pro Back Cover Casing,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Infinix Hot 12 Play Case, Slim Smooth Soft Silicone Shockproof Anti-Figerprint Case Cover For Infinix Hot 12 Play","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy A72 Case, Thin Slim Folio Flip Leather Magnetic Closure Case Cover For Samsung Galaxy A72 5G / A72 4G","KSh 1,230","KSh 3,076",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Galaxy M32 4G Case, Matte Translucent PC TPU Bumper Rugged Shockproof Protective Cover With Ring Holder Stand For Samsung Galaxy A22 4G / M22 4G / M32 4G","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
5 PCS For Garmin Fenix 7 ENKAY Protector,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Nillkin iPhone 14/13 Case, Slide Camera Cover, Full Protection","KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
For VIVO Y93 Phone Case TPU Phone Back Cover With Bracelet,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Samsung Galaxy A12 3 In 1 Hard PC Case - Rose Gold,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Camera Lens Shield/protector For Samsung Note 20 Ultra,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bluetooth Headset Wireless Ear Hanging Movement 5.3,KSh 839,"KSh 1,678",50%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Motorola Moto G9/G9?Play/E7 Plus Case Leather Wallet Phone Case Flip Cover - Red,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Watercolor Flower Lambskin Leather Phone Case for Samsung A13 Shockproof Soft Back -White,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
IPhone 5 5s Case Shadow Pikachu Square Silicone Phone Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eu/us Lapkeyboard Cover For Macbook Air 13 Inch M1,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Full Cover Anti-peeping Tempered Glass Film For Samsung Galaxy F22,KSh 285,KSh 713,60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Case For Vivo S12 / V23 5G Skin-Friendy Cover,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Screen Protector Shield Film + Silicon Case for Hiking Handheld GPS Garmin GPSMAP 62 63 64 62s 62sc 62st 62stc 64st 63sc 63st(Red) YKXD,"KSh 2,322","KSh 5,805",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
PU214 Hot Shoe Tripod Head Universal Useful 360 Degrees Stable Selfie SticksTripod Mount Stand Clamp for iPhone Smartphones,"KSh 20,000",,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Side-window Case Cover For Huawei Y7a-Blue,KSh 569,"KSh 1,422",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Leather Phone Case For Umidigi A13/A13S/A13 Pro,"KSh 1,200","KSh 3,000",60%,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
